,Unnamed: 0,beds,baths,size,lot_size,zip_code,price,Area,Possibility to negotiate,Price cut on original price,longitude,latitude
259,259,4,3.5,1628.9,1398.0,98107,936471.0,Central/Downtown,Low,0,-122.37468,47.66747
260,260,5,3.5,3081.4,5248.0,98102,1682279.7,Central/Downtown,Middle,74767,-122.32253,47.63287
261,261,5,4.5,3262.7,3708.8,98109,2644317.0,Central/Downtown,High,0,-122.34675,47.630648
262,262,3,3.0,587.8,4639.4,98133,230770.8,Central/Downtown,Low,3846,-122.34461,47.733852
263,263,7,3.0,1660.9,4946.6,98118,614187.8,Central/Downtown,Middle,23885,-122.27496,47.543348
264,264,4,3.0,695.3,2767.8,98144,235263.2,Central/Downtown,Middle,6535,-122.30081,47.58577
265,265,5,3.5,2486.3,4750.1,98117,1103796.6,Central/Downtown,Middle,49057,-122.37838,47.685919
266,266,5,3.0,2036.4,4710.0,98107,953172.7,Central/Downtown,High,47658,-122.37468,47.66747
267,267,5,4.5,2827.8,4978.3,98199,1665930.1,Central/Downtown,Middle,27765,-122.39758,47.64767
268,268,4,3.0,1072.8,13068.0,98178,373677.4,Central/Downtown,Middle,12455,-122.24664,47.497971
269,269,5,5.0,3066.9,4656.0,98107,1099564.3,Central/Downtown,Middle,30543,-122.37468,47.66747
270,270,5,3.5,2068.3,4799.9,98117,1019517.6,Central/Downtown,Low,45311,-122.37838,47.685919
271,271,4,2.0,831.5,8136.0,98112,561172.1,Central/Downtown,Low,18705,-122.29752,47.629653
272,272,5,4.0,1404.1,4798.3,98106,769221.1,Central/Downtown,Low,8546,-122.35443,47.53282
273,273,6,3.0,1567.9,7747.8,98146,826510.4,Central/Downtown,Middle,22958,-122.35688,47.501753
274,274,4,4.0,1564.7,5259.8,98115,1115461.7,Central/Downtown,Middle,49576,-122.30122,47.68382
275,275,6,4.5,1800.8,1448.1,98103,1385022.0,Central/Downtown,Middle,61556,-122.34166,47.671346
276,276,4,3.0,2011.3,3580.3,98117,944846.9,Central/Downtown,Middle,0,-122.37838,47.685919
277,277,4,5.0,1356.6,6787.1,98144,924554.0,Central/Downtown,Middle,5136,-122.30081,47.58577
278,278,3,2.0,997.6,6351.0,98125,504708.3,Central/Downtown,Middle,5607,-122.30308,47.716648
279,279,5,3.0,917.0,7352.3,98146,617208.3,Central/Downtown,High,30860,-122.35688,47.501753
280,280,3,4.0,1128.9,7502.7,98117,640719.7,Central/Downtown,High,3559,-122.37838,47.685919
281,281,2,2.0,539.0,13068.0,98119,330396.6,Central/Downtown,Middle,16519,-122.36694,47.63877
282,282,6,4.0,2584.0,5717.2,98119,1332770.4,Central/Downtown,Low,37021,-122.36694,47.63877
283,283,4,3.0,1589.4,5069.8,98118,478379.3,Central/Downtown,High,0,-122.27496,47.543348
284,284,4,2.0,821.4,7131.5,98125,632346.9,Central/Downtown,Middle,24591,-122.30308,47.716648
285,285,4,4.0,1105.1,1136.4,98122,636743.7,Central/Downtown,Middle,0,-122.30406,47.61157
286,286,5,4.5,2357.5,1728.0,98102,1219418.3,Central/Downtown,Middle,13549,-122.32253,47.63287
287,287,6,4.0,2456.9,4867.9,98117,1286426.1,Central/Downtown,Middle,0,-122.37838,47.685919
288,288,6,3.0,2629.7,4521.9,98117,1366436.9,Central/Downtown,High,7591,-122.37838,47.685919
289,289,3,3.0,919.1,8712.0,98103,153319.9,Central/Downtown,Low,2555,-122.34166,47.671346
290,290,3,2.5,1014.4,1372.2,98106,545740.4,Central/Downtown,Middle,24255,-122.35443,47.53282
291,291,8,5.5,3709.0,4785.2,98117,2871532.0,Central/Downtown,Low,111670,-122.37838,47.685919
292,292,4,3.0,1427.4,1031.3,98144,589264.7,Central/Downtown,High,0,-122.30081,47.58577
293,293,4,3.5,1101.5,8712.0,98168,566994.0,Central/Downtown,Low,6299,-122.3027,47.491327
294,294,4,5.5,1938.5,1447.6,98199,898504.9,Central/Downtown,Low,19966,-122.39758,47.64767
295,295,2,2.0,589.0,21780.0,98119,333661.9,Central/Downtown,Middle,16683,-122.36694,47.63877
296,296,4,4.0,1274.0,21780.0,98116,759154.0,Central/Downtown,Middle,12652,-122.39392,47.57487
297,297,4,3.5,1280.3,985.2,98133,536439.6,Central/Downtown,Middle,8940,-122.34461,47.733852
298,298,5,4.5,2791.6,26136.0,98121,2399490.1,Central/Downtown,Middle,13330,-122.34578,47.61487
299,299,4,3.0,2806.6,5512.9,98115,1331903.2,Central/Downtown,Low,22198,-122.30122,47.68382
300,300,6,5.5,2777.5,5593.3,98102,2171643.9,Central/Downtown,Middle,108582,-122.32253,47.63287
301,301,5,4.0,1860.5,6665.1,98133,858699.5,Central/Downtown,Low,19082,-122.34461,47.733852
302,302,4,3.5,1758.0,1338.9,98122,1126605.9,Central/Downtown,Middle,56330,-122.30406,47.61157
303,303,3,2.0,1240.3,7191.4,98125,460847.0,Central/Downtown,Middle,20482,-122.30308,47.716648
304,304,4,3.0,2251.8,4814.3,98199,1042892.2,Central/Downtown,Low,28969,-122.39758,47.64767
305,305,3,3.5,1556.7,4914.2,98106,649716.9,Central/Downtown,High,0,-122.35443,47.53282
306,306,4,3.0,951.5,4067.4,98105,687358.2,Central/Downtown,Middle,7637,-122.30118,47.66377
307,307,5,4.0,1536.3,6597.1,98168,588706.0,Central/Downtown,Middle,6541,-122.3027,47.491327
308,308,6,4.5,2306.1,3537.6,98146,691201.4,Central/Downtown,High,7680,-122.35688,47.501753
309,309,5,2.0,1267.5,5820.1,98146,714181.3,Central/Downtown,Low,11903,-122.35688,47.501753
310,310,5,3.0,1848.1,4300.5,98117,973009.6,Central/Downtown,Middle,32433,-122.37838,47.685919
311,311,4,4.0,1492.4,5908.7,98126,771810.6,Central/Downtown,Low,17151,-122.3748,47.54687
312,312,5,4.0,2216.6,5871.7,98115,894092.6,Central/Downtown,Low,0,-122.30122,47.68382
313,313,5,4.0,1445.8,39204.0,98144,812683.8,Central/Downtown,Middle,36119,-122.30081,47.58577
314,314,3,3.5,1184.2,972.3,98117,690067.8,Central/Downtown,Middle,7667,-122.37838,47.685919
315,315,6,4.5,2148.8,4847.6,98105,1849454.6,Central/Downtown,Low,71923,-122.30118,47.66377
316,316,3,3.0,1041.5,594.1,98177,548562.7,Central/Downtown,Middle,27428,-122.36978,47.740886
317,317,3,3.0,1031.2,1103.2,98106,510346.6,Central/Downtown,Low,25517,-122.35443,47.53282
318,318,4,3.0,1130.6,757.8,98112,790800.9,Central/Downtown,Middle,8786,-122.29752,47.629653
319,319,6,4.5,1392.8,2280.3,98117,769797.5,Central/Downtown,Low,29936,-122.37838,47.685919
320,320,2,2.0,670.1,8712.0,98122,553516.1,Central/Downtown,Middle,9225,-122.30406,47.61157
321,321,6,5.0,1898.4,39204.0,98122,992435.4,Central/Downtown,Middle,5513,-122.30406,47.61157
322,322,5,4.0,2135.4,6794.3,98115,1327922.3,Central/Downtown,Low,14754,-122.30122,47.68382
323,323,4,3.0,689.9,5100.2,98103,388288.9,Central/Downtown,Middle,19414,-122.34166,47.671346
324,324,6,4.5,2114.0,3875.2,98118,941279.7,Central/Downtown,Middle,20917,-122.27496,47.543348
325,325,4,3.0,1769.3,4125.4,98199,890159.0,Central/Downtown,Middle,14835,-122.39758,47.64767
326,326,3,3.0,680.9,4997.3,98103,401154.0,Central/Downtown,Middle,6685,-122.34166,47.671346
327,327,4,4.0,1092.9,738.7,98116,664586.4,Central/Downtown,Low,3692,-122.39392,47.57487
328,328,7,5.0,2816.3,3093.0,98117,1426272.5,Central/Downtown,Middle,0,-122.37838,47.685919
329,329,6,4.5,1958.3,5741.2,98136,872606.7,Central/Downtown,Middle,9695,-122.38803,47.538887
330,330,5,3.5,2065.8,3497.0,98144,1216570.3,Central/Downtown,Middle,54069,-122.30081,47.58577
331,331,5,4.0,2116.3,6404.0,98126,1080970.6,Central/Downtown,Middle,0,-122.3748,47.54687
332,332,6,4.0,2907.0,7782.9,98178,738875.4,Central/Downtown,Middle,32838,-122.24664,47.497971
333,333,5,3.5,2137.4,5645.6,98115,1174207.4,Central/Downtown,Middle,19570,-122.30122,47.68382
334,334,5,4.0,1456.9,2718.6,98146,534969.0,Central/Downtown,Middle,17832,-122.35688,47.501753
335,335,5,3.5,2150.6,5813.0,98115,839768.3,Central/Downtown,Middle,4665,-122.30122,47.68382
336,336,2,3.0,540.5,47916.00000000001,98109,262805.7,Central/Downtown,Middle,10220,-122.34675,47.630648
337,337,6,4.0,2233.2,5890.2,98122,747554.5,Central/Downtown,Middle,0,-122.30406,47.61157
338,338,6,5.0,3230.1,5482.8,98116,692006.0,Central/Downtown,Middle,7688,-122.39392,47.57487
339,339,3,3.0,1695.1,4639.6,98118,528945.1,Central/Downtown,Middle,5877,-122.27496,47.543348
340,340,4,4.0,1851.5,4929.5,98109,1167325.8,Central/Downtown,Middle,51881,-122.34675,47.630648
341,341,5,4.0,2332.2,3572.0,98115,1668584.8,Central/Downtown,Middle,0,-122.30122,47.68382
342,342,5,6.0,3548.9,13068.0,98118,2428419.4,Central/Downtown,Middle,80947,-122.27496,47.543348
343,343,5,4.5,1556.9,838.4,98107,1015088.8,Central/Downtown,Low,0,-122.37468,47.66747
344,344,3,5.5,972.0,34848.0,98178,387043.6,Central/Downtown,High,0,-122.24664,47.497971
345,345,4,4.0,2891.2,5622.0,98199,1333372.1,Central/Downtown,Middle,0,-122.39758,47.64767
346,346,5,3.0,2117.3,5916.8,98199,1285870.4,Central/Downtown,High,21431,-122.39758,47.64767
347,347,4,3.0,590.7,3731.1,98103,664096.8,Central/Downtown,Middle,29515,-122.34166,47.671346
348,348,5,4.5,1477.1,2110.1,98126,640220.4,Central/Downtown,Middle,24897,-122.3748,47.54687
349,349,5,5.5,1787.3,1631.7,98144,1010150.4,Central/Downtown,Middle,11223,-122.30081,47.58577
350,350,5,3.0,2038.3,4956.3,98115,868597.3,Central/Downtown,Middle,43429,-122.30122,47.68382
351,351,5,4.5,2961.4,13068.0,98117,1631927.4,Central/Downtown,Middle,81596,-122.37838,47.685919
352,352,4,4.0,1694.6,3868.6,98105,1263698.9,Central/Downtown,High,49143,-122.30118,47.66377
353,353,5,3.0,1735.6,3844.6,98112,1713887.3,Central/Downtown,Low,0,-122.29752,47.629653
354,354,10,7.0,3813.4,5159.6,98133,1008365.9,Central/Downtown,Middle,0,-122.34461,47.733852
355,355,6,2.5,1824.7,8712.0,98125,815681.6,Central/Downtown,Middle,0,-122.30308,47.716648
356,356,4,4.5,1462.2,1549.1,98107,859135.0,Central/Downtown,Middle,0,-122.37468,47.66747
357,357,8,5.0,2824.0,3602.2,98199,993885.7,Central/Downtown,High,16564,-122.39758,47.64767
358,358,6,3.0,1691.1,4706.7,98117,886568.8,Central/Downtown,Middle,34477,-122.37838,47.685919
359,359,4,4.0,1757.0,361548.00000000006,98115,673081.8,Central/Downtown,Low,7478,-122.30122,47.68382
360,360,4,3.0,1043.3,39204.0,98117,843142.8,Central/Downtown,Low,23420,-122.37838,47.685919
361,361,5,5.5,3528.4,6790.5,98199,1471619.3,Central/Downtown,Middle,24526,-122.39758,47.64767
362,362,5,4.5,2662.5,7258.0,98136,1226170.6,Central/Downtown,Middle,13624,-122.38803,47.538887
363,363,3,4.0,1393.5,6925.2,98105,891739.9,Central/Downtown,Middle,4954,-122.30118,47.66377
364,364,4,3.0,1224.6,750.4,98119,1017660.7,Central/Downtown,Low,28268,-122.36694,47.63877
365,365,5,4.5,2882.8,4375.0,98112,2169937.6,Central/Downtown,Middle,72331,-122.29752,47.629653
366,366,7,3.0,2039.4,3681.4,98117,841945.1,Central/Downtown,Low,0,-122.37838,47.685919
367,367,4,4.0,1961.5,8100.0,98146,721746.8,Central/Downtown,Low,12029,-122.35688,47.501753
368,368,4,2.5,1522.3,39204.0,98122,668833.0,Central/Downtown,High,18578,-122.30406,47.61157
369,369,5,4.0,2246.9,3998.7,98122,1118847.7,Central/Downtown,Middle,18647,-122.30406,47.61157
370,370,3,2.0,1298.2,5971.5,98125,648636.7,Central/Downtown,Middle,32431,-122.30308,47.716648
371,371,3,2.0,585.6,43560.0,98107,424401.6,Central/Downtown,Low,2357,-122.37468,47.66747
372,372,3,3.0,740.2,5760.7,98126,509337.7,Central/Downtown,Middle,22637,-122.3748,47.54687
373,373,4,3.5,1435.7,1221.2,98103,689910.0,Central/Downtown,Middle,15331,-122.34166,47.671346
374,374,4,5.0,2615.6,7940.9,98105,1539326.6,Central/Downtown,Middle,59862,-122.30118,47.66377
375,375,3,2.5,1014.5,1623.2,98103,769464.3,Central/Downtown,Middle,17099,-122.34166,47.671346
376,376,5,1.5,1751.2,3545.6,98103,862137.4,Central/Downtown,Low,33527,-122.34166,47.671346
377,377,4,4.5,1940.2,3930.1,98115,1409291.6,Central/Downtown,Middle,46976,-122.30122,47.68382
378,378,4,2.0,1497.5,17424.0,98178,572277.5,Central/Downtown,High,22255,-122.24664,47.497971
379,379,4,3.5,1272.5,1039.6,98103,793997.9,Central/Downtown,Low,22055,-122.34166,47.671346
380,380,4,3.0,2204.0,4039.0,98115,875798.1,Central/Downtown,Middle,29193,-122.30122,47.68382
381,381,5,2.0,1208.1,6988.9,98177,723301.1,Central/Downtown,High,16073,-122.36978,47.740886
382,382,4,3.0,858.1,169884.0,98146,332772.2,Central/Downtown,Low,9243,-122.35688,47.501753
383,383,5,3.5,1154.1,6034.6,98103,563321.3,Central/Downtown,High,0,-122.34166,47.671346
384,384,4,2.0,1214.3,4302.5,98118,463701.1,Central/Downtown,Middle,15456,-122.27496,47.543348
385,385,3,3.0,975.6,6261.0,98133,609704.4,Central/Downtown,Low,3387,-122.34461,47.733852
386,386,4,2.0,1576.7,4506.8,98109,783187.2,Central/Downtown,Middle,0,-122.34675,47.630648
387,387,3,3.5,789.5,4518.1,98107,492416.3,Central/Downtown,Middle,13678,-122.37468,47.66747
388,388,5,3.0,990.3,3711.4,98117,1076692.3,Central/Downtown,Middle,0,-122.37838,47.685919
389,389,7,5.5,3015.1,5852.9,98112,2249528.9,Central/Downtown,High,24994,-122.29752,47.629653
390,390,5,4.0,1078.0,4619.4,98168,516924.9,Central/Downtown,Low,2871,-122.3027,47.491327
391,391,5,4.5,1700.2,1821.3,98133,841784.9,Central/Downtown,Middle,14029,-122.34461,47.733852
392,392,6,3.5,3363.4,6987.5,98144,2335182.3,Central/Downtown,Low,12973,-122.30081,47.58577
393,393,2,2.0,351.2,8712.0,98199,987116.9,Central/Downtown,Middle,43871,-122.39758,47.64767
394,394,4,4.0,845.1,8712.0,98126,672857.3,Central/Downtown,High,7476,-122.3748,47.54687
395,395,4,3.0,1290.7,2018.1,98103,838399.9,Central/Downtown,Middle,18631,-122.34166,47.671346
396,396,5,4.5,2470.9,6094.0,98116,1585913.7,Central/Downtown,Middle,26431,-122.39392,47.57487
397,397,6,4.0,1997.8,6446.7,98133,804066.5,Central/Downtown,Middle,4467,-122.34461,47.733852
398,398,6,5.5,3144.7,5851.9,98199,2001436.2,Central/Downtown,Middle,0,-122.39758,47.64767
399,399,5,4.0,1906.9,4172.2,98136,696690.5,Central/Downtown,Middle,3870,-122.38803,47.538887
400,400,5,4.5,2063.3,994.4,98119,1420368.1,Central/Downtown,Middle,15781,-122.36694,47.63877
401,401,4,4.0,928.3,550.4,98102,754952.2,Central/Downtown,Middle,33553,-122.32253,47.63287
402,402,7,4.5,2395.9,5304.0,98108,858778.3,Central/Downtown,Middle,4770,-122.31514,47.546188
403,403,4,3.5,1288.2,1324.1,98116,688184.2,Central/Downtown,Middle,26762,-122.39392,47.57487
404,404,5,4.5,1654.1,6800.9,98125,852604.9,Central/Downtown,Middle,14210,-122.30308,47.716648
405,405,3,3.0,661.9,8712.0,98109,416801.1,Central/Downtown,Middle,4631,-122.34675,47.630648
406,406,6,4.0,2100.8,6815.2,98178,725869.7,Central/Downtown,Low,4032,-122.24664,47.497971
407,407,5,5.0,3013.9,9481.9,98144,1585977.4,Central/Downtown,Low,70487,-122.30081,47.58577
408,408,5,3.0,1795.7,3668.8,98136,784857.0,Central/Downtown,Middle,8720,-122.38803,47.538887
409,409,6,5.5,2101.0,1732.6,98116,1411485.0,Central/Downtown,Middle,54891,-122.39392,47.57487
410,410,5,4.5,2720.6,6849.6,98199,1535292.9,Central/Downtown,Middle,25588,-122.39758,47.64767
411,411,6,3.0,2504.7,4581.2,98107,1180617.2,Central/Downtown,Middle,59030,-122.37468,47.66747
412,412,4,3.0,968.0,13068.0,98125,807302.8,Central/Downtown,Low,35880,-122.30308,47.716648
413,413,5,3.5,1342.0,1711.1,98103,830880.1,Central/Downtown,Middle,27696,-122.34166,47.671346
414,414,5,3.0,1305.0,6777.4,98118,449942.5,Central/Downtown,Low,12498,-122.27496,47.543348
415,415,4,4.0,2147.7,3613.1,98115,851447.1,Central/Downtown,Low,37842,-122.30122,47.68382
416,416,5,4.0,1576.6,986.2,98103,1140482.2,Central/Downtown,Low,12672,-122.34166,47.671346
417,417,6,4.0,1998.6,3112.8,98119,1219566.8,Central/Downtown,Low,20326,-122.36694,47.63877
418,418,3,2.5,1289.9,873.1,98115,645979.5,Central/Downtown,Middle,3588,-122.30122,47.68382
419,419,4,2.0,1380.9,6242.6,98117,850837.7,Central/Downtown,Low,18907,-122.37838,47.685919
420,420,6,5.5,3579.7,5676.0,98115,2582742.9,Central/Downtown,Middle,129137,-122.30122,47.68382
421,421,5,2.5,1637.6,4630.5,98126,605385.8,Central/Downtown,Low,13453,-122.3748,47.54687
422,422,5,3.0,1039.1,2260.1,98108,628290.9,Central/Downtown,Middle,13962,-122.31514,47.546188
423,423,3,2.0,751.1,4869.1,98103,668066.2,Central/Downtown,Middle,25980,-122.34166,47.671346
424,424,6,5.0,2677.3,13068.0,98133,886297.6,Central/Downtown,Low,34467,-122.34461,47.733852
425,425,5,4.5,5566.3,7022.1,98112,3487928.4,Central/Downtown,Middle,116264,-122.29752,47.629653
426,426,4,3.0,1385.3,13068.0,98168,474275.7,Central/Downtown,High,23713,-122.3027,47.491327
427,427,5,3.5,1375.1,1767.5,98106,532129.7,Central/Downtown,Low,5912,-122.35443,47.53282
428,428,5,4.5,1351.4,1052.9,98107,902676.0,Central/Downtown,Middle,10029,-122.37468,47.66747
429,429,6,5.0,2104.0,3822.6,98106,751865.6,Central/Downtown,Middle,12531,-122.35443,47.53282
430,430,3,2.5,1288.4,4162.7,98115,607979.0,Central/Downtown,Middle,0,-122.30122,47.68382
431,431,4,6.0,1222.1,1260.2,98116,747299.7,Central/Downtown,Middle,37364,-122.39392,47.57487
432,432,4,3.5,2125.2,4089.0,98116,899413.2,Central/Downtown,Middle,0,-122.39392,47.57487
433,433,5,3.5,2123.3,13068.0,98116,1336866.4,Central/Downtown,Middle,37135,-122.39392,47.57487
434,434,5,4.0,1361.4,693.2,98117,702401.1,Central/Downtown,Middle,0,-122.37838,47.685919
435,435,5,4.5,1772.1,1372.3,98107,902188.2,Central/Downtown,Middle,0,-122.37468,47.66747
436,436,4,3.0,1210.4,2533.7,98118,799587.3,Central/Downtown,Middle,31095,-122.27496,47.543348
437,437,4,5.0,1347.3,8727.1,98117,696924.6,Central/Downtown,Middle,0,-122.37838,47.685919
438,438,4,5.0,2054.5,6638.2,98177,1174897.5,Central/Downtown,High,19581,-122.36978,47.740886
439,439,5,4.5,1536.9,1426.6,98107,904345.5,Central/Downtown,Middle,20096,-122.37468,47.66747
440,440,5,4.0,2194.9,818.4,98109,1660440.7,Central/Downtown,Middle,36898,-122.34675,47.630648
441,441,4,3.0,1137.1,4918.4,98107,720357.1,Central/Downtown,Middle,36017,-122.37468,47.66747
442,442,4,3.0,1026.2,3128.1,98103,886857.7,Central/Downtown,Middle,29561,-122.34166,47.671346
443,443,6,3.0,1898.4,17424.0,98118,1089294.4,Central/Downtown,High,6051,-122.27496,47.543348
444,444,5,3.5,1568.3,8358.1,98146,619393.6,Central/Downtown,Middle,0,-122.35688,47.501753
445,445,5,3.5,2147.5,3265.1,98117,1060648.0,Central/Downtown,Middle,47139,-122.37838,47.685919
446,446,6,3.5,2697.2,5659.4,98178,576971.8,Central/Downtown,Middle,0,-122.24664,47.497971
447,447,5,4.0,1531.0,605.3,98118,765333.3,Central/Downtown,Low,4251,-122.27496,47.543348
448,448,5,3.5,1262.6,851.2,98112,783451.0,Central/Downtown,Low,8705,-122.29752,47.629653
449,449,6,5.5,4914.3,7433.3,98118,2459294.9,Central/Downtown,Low,95639,-122.27496,47.543348
450,450,5,4.5,1425.9,1217.9,98107,957958.5,Central/Downtown,High,10643,-122.37468,47.66747
451,451,5,4.0,1594.4,6713.4,98146,589780.0,Central/Downtown,High,13106,-122.35688,47.501753
452,452,5,5.5,2364.2,3911.9,98144,1245212.7,Central/Downtown,Middle,48424,-122.30081,47.58577
453,453,5,4.0,1245.6,1453.8,98122,643821.1,Central/Downtown,High,25037,-122.30406,47.61157
454,454,5,4.0,2051.2,4602.7,98115,806538.2,Central/Downtown,Middle,31365,-122.30122,47.68382
455,455,5,3.0,1333.6,983.6,98103,712921.1,Central/Downtown,Low,7921,-122.34166,47.671346
456,456,4,2.5,1694.2,1518.6,98144,667361.3,Central/Downtown,Low,29660,-122.30081,47.58577
457,457,5,5.5,2792.5,39204.0,98136,3683060.6,Central/Downtown,Middle,143230,-122.38803,47.538887
458,458,3,4.0,934.4,13068.0,98133,363316.7,Central/Downtown,Low,10092,-122.34461,47.733852
459,459,4,4.5,1324.5,1403.5,98106,587846.9,Central/Downtown,High,26126,-122.35443,47.53282
460,460,5,5.0,1456.4,2854.3,98105,1058909.3,Central/Downtown,High,52945,-122.30118,47.66377
461,461,5,3.5,2388.3,5902.8,98118,711541.6,Central/Downtown,Middle,23718,-122.27496,47.543348
462,462,4,4.5,1351.0,2761.7,98144,827089.3,Central/Downtown,Middle,9189,-122.30081,47.58577
463,463,4,3.5,1277.3,2031.9,98126,616623.3,Central/Downtown,High,0,-122.3748,47.54687
464,464,3,4.0,1270.5,1083.5,98125,624266.9,Central/Downtown,Middle,6936,-122.30308,47.716648
465,465,3,2.0,709.2,8712.0,98122,486370.7,Central/Downtown,Middle,21616,-122.30406,47.61157
466,466,4,4.0,1542.2,5551.4,98115,781310.5,Central/Downtown,Low,30384,-122.30122,47.68382
467,467,4,2.0,1828.7,8475.6,98168,564526.9,Central/Downtown,Middle,18817,-122.3027,47.491327
468,468,4,4.0,1366.6,1422.0,98116,695038.7,Central/Downtown,Low,15445,-122.39392,47.57487
469,469,2,3.0,640.0,13068.0,98119,421227.5,Central/Downtown,High,0,-122.36694,47.63877
470,470,6,3.0,1873.1,4744.8,98115,800875.4,Central/Downtown,Low,35594,-122.30122,47.68382
471,471,5,4.0,1098.2,4044.8,98103,658171.8,Central/Downtown,Middle,14626,-122.34166,47.671346
472,472,4,3.0,1399.4,1090.1,98144,621820.6,Central/Downtown,High,20727,-122.30081,47.58577
473,473,4,2.0,1684.4,2360.4,98105,844277.6,Central/Downtown,Middle,9380,-122.30118,47.66377
474,474,6,5.0,4156.0,4699.1,98122,1051583.9,Central/Downtown,Middle,0,-122.30406,47.61157
475,475,8,6.0,2111.2,4717.8,98108,814616.0,Central/Downtown,Low,40730,-122.31514,47.546188
476,476,4,4.5,3037.8,13068.0,98105,2208115.8,Central/Downtown,Low,24534,-122.30118,47.66377
477,477,3,3.0,2034.8,7948.9,98146,340988.3,Central/Downtown,Middle,7577,-122.35688,47.501753
478,478,5,3.5,1451.9,3516.5,98108,673877.2,Central/Downtown,Middle,22462,-122.31514,47.546188
479,479,5,4.5,1224.9,1789.4,98105,830039.3,Central/Downtown,Middle,41501,-122.30118,47.66377
480,480,3,2.0,815.9,7336.6,98118,447264.9,Central/Downtown,Low,22363,-122.27496,47.543348
481,481,4,4.0,1958.6,7666.6,98125,860125.2,Central/Downtown,Middle,9556,-122.30308,47.716648
482,482,6,4.0,3279.0,7464.3,98105,2109808.2,Central/Downtown,Low,58605,-122.30118,47.66377
483,483,4,3.0,1003.0,5714.0,98133,338306.3,Central/Downtown,Middle,15035,-122.34461,47.733852
484,484,5,4.5,1854.8,1900.6,98103,677537.3,Central/Downtown,Low,26348,-122.34166,47.671346
485,485,5,4.0,2161.2,4976.0,98115,1381826.3,Central/Downtown,Low,7676,-122.30122,47.68382
486,486,5,5.0,2060.0,7295.2,98126,910631.3,Central/Downtown,High,15177,-122.3748,47.54687
487,487,4,4.0,1344.7,270072.0,98125,418736.1,Central/Downtown,Middle,4652,-122.30308,47.716648
488,488,5,4.5,1706.1,1624.3,98103,1225018.8,Central/Downtown,Low,6805,-122.34166,47.671346
489,489,3,5.5,1630.0,823.0,98107,1041456.9,Central/Downtown,Middle,0,-122.37468,47.66747
490,490,5,4.5,2418.3,3988.7,98105,1976314.8,Central/Downtown,Middle,32938,-122.30118,47.66377
491,491,4,4.0,1871.2,2783.7,98118,641003.5,Central/Downtown,Middle,14244,-122.27496,47.543348
492,492,5,3.5,1637.2,1359.3,98102,1559732.7,Central/Downtown,Low,25995,-122.32253,47.63287
493,493,7,4.0,2456.0,4666.2,98103,874720.6,Central/Downtown,Middle,43736,-122.34166,47.671346
494,494,5,4.0,1366.4,4574.8,98116,1097850.3,Central/Downtown,Middle,42694,-122.39392,47.57487
495,495,4,3.0,897.7,4429.8,98136,471494.1,Central/Downtown,Middle,20955,-122.38803,47.538887
496,496,6,3.0,2414.7,3888.1,98144,1032925.0,Central/Downtown,Middle,45907,-122.30081,47.58577
497,497,7,6.0,2404.7,4864.9,98118,926064.5,Central/Downtown,Low,36013,-122.27496,47.543348
498,498,3,3.0,1230.8,4910.3,98133,714461.1,Central/Downtown,Middle,23815,-122.34461,47.733852
499,499,5,5.5,3182.6,4259.4,98112,1861561.4,Central/Downtown,Middle,51710,-122.29752,47.629653
500,500,4,3.5,1464.6,1339.5,98107,767557.7,Central/Downtown,Middle,4264,-122.37468,47.66747
501,501,5,3.0,1982.7,7355.4,98106,740508.3,Central/Downtown,Middle,32911,-122.35443,47.53282
502,502,5,4.0,1352.1,4512.5,98107,912009.5,Central/Downtown,Middle,0,-122.37468,47.66747
503,503,4,3.5,1131.4,5087.0,98122,804210.4,Central/Downtown,Low,0,-122.30406,47.61157
504,504,4,3.5,815.6,4628.5,98107,557612.2,Central/Downtown,Low,6195,-122.37468,47.66747
505,505,6,4.0,2812.2,7234.2,98136,1120001.1,Central/Downtown,Middle,24888,-122.38803,47.538887
506,506,5,4.5,1929.4,13068.0,98178,829816.9,Central/Downtown,Middle,23050,-122.24664,47.497971
507,507,4,4.0,2232.0,8251.3,98116,1080737.6,Central/Downtown,Low,30020,-122.39392,47.57487
508,508,6,4.0,2473.3,2680.6,98122,957382.4,Central/Downtown,Middle,21275,-122.30406,47.61157
509,509,3,3.0,988.5,4254.5,98118,564441.4,Central/Downtown,Low,9407,-122.27496,47.543348
510,510,6,3.5,3809.7,7260.4,98199,1827541.6,Central/Downtown,Middle,91377,-122.39758,47.64767
511,511,6,2.5,2987.1,4919.7,98112,1470122.1,Central/Downtown,Middle,40836,-122.29752,47.629653
512,512,6,4.5,2992.4,8664.3,98168,629726.9,Central/Downtown,Middle,27987,-122.3027,47.491327
513,513,4,3.5,1215.5,21780.0,98103,823222.4,Central/Downtown,Low,41161,-122.34166,47.671346
514,514,5,2.0,843.9,6994.7,98168,438380.0,Central/Downtown,Low,12177,-122.3027,47.491327
515,515,6,4.5,3965.5,3994.5,98109,2716911.7,Central/Downtown,Low,60375,-122.34675,47.630648
516,516,7,3.5,2735.1,3884.4,98118,719201.5,Central/Downtown,Low,0,-122.27496,47.543348
517,517,3,2.0,895.6,4661.6,98116,568187.8,Central/Downtown,Middle,25252,-122.39392,47.57487
518,518,5,4.0,1555.1,1178.6,98122,945337.1,Central/Downtown,Middle,5251,-122.30406,47.61157
